order_id,customer_id,product_id,quantity,price,order_date
7968,2,43,4,96.65,2023-04-22
8884,1,5,7,61.65,2022-09-19
7191,10,24,9,35.04,2023-05-22
4811,4,1,1,38.15,2023-01-25
6105,5,47,2,44.45,2023-03-07
7430,3,31,5,39.05,2023-01-07
8137,7,21,5,46.17,2023-03-20
5425,9,17,8,86.03,2022-10-29
5862,5,14,2,29.35,2022-12-12
2975,9,39,3,57.33,2022-09-04
9204,4,39,2,82.44,2023-04-21
8426,5,35,6,33.38,2023-05-18
7587,8,34,2,28.72,2022-10-10
2422,6,9,6,15.26,2022-08-04
4245,1,23,7,66.64,2023-03-16
7154,10,15,6,85.65,2023-05-11
5332,8,20,1,31.5,2023-05-31
6104,10,49,4,23.96,2022-11-10
1804,7,40,9,80.34,2022-10-08
8879,5,23,3,14.41,2022-11-13
3898,4,7,6,14.74,2022-06-03
5405,10,20,5,53.29,2023-03-22
8221,1,2,4,83.49,2023-01-15
7538,6,18,7,34.05,2023-02-18
9219,7,45,4,13.08,2022-09-23
8886,6,48,9,43.14,2023-02-19
1338,6,49,5,39.71,2022-12-26
2626,6,12,9,51.36,2023-03-11
9387,2,46,4,39.21,2022-11-17
7123,2,12,4,72.37,2022-12-18
3695,2,50,3,32.78,2022-11-29
1495,4,48,9,43.19,2022-09-21
7928,6,47,7,19.11,2022-06-14
4234,10,14,10,71.44,2023-04-01
7139,10,12,3,18.0,2022-08-16
3495,9,36,10,48.31,2022-12-26
7346,6,34,1,56.78,2023-01-26
3214,5,34,8,17.92,2023-04-03
5912,4,12,6,26.95,2022-10-21
6321,4,36,8,74.19,2022-08-16
2657,4,48,9,60.19,2022-08-17
5334,9,34,1,97.86,2023-01-26
5220,1,48,7,49.9,2022-11-19
9525,7,31,4,52.6,2022-08-28
3700,9,39,2,37.33,2023-01-13
5952,9,36,4,11.77,2022-12-01
2794,6,8,6,36.03,2023-02-27
1439,6,17,5,26.48,2022-07-19
9486,6,14,9,67.52,2022-09-05
8386,9,10,10,16.27,2023-04-08
3111,4,24,6,84.74,2023-05-28
3692,1,6,3,21.88,2022-10-16
5215,5,10,5,64.85,2022-06-20
3602,5,26,10,50.25,2022-12-08
1012,9,6,6,29.16,2022-07-28
5518,6,21,6,84.06,2022-12-18
2973,3,45,1,51.48,2022-10-06
2859,3,36,7,98.95,2023-02-20
3959,3,7,5,94.52,2023-04-25
2879,4,15,3,60.53,2023-05-12
2991,6,25,7,71.18,2023-01-22
9992,7,42,2,95.94,2022-09-16
8063,3,19,5,69.0,2022-06-30
6576,1,12,10,41.01,2023-04-26
3738,5,21,3,44.33,2023-02-21
3439,10,27,7,15.31,2022-08-12
3073,2,28,7,33.16,2022-08-21
2718,10,13,6,49.55,2023-02-06
6518,5,10,3,84.88,2022-11-21
7341,10,28,8,88.8,2022-06-17
6003,10,43,5,49.27,2022-07-12
9779,2,12,7,63.21,2023-05-08
2669,1,38,4,32.73,2023-03-06
8378,7,24,8,72.65,2022-12-07
5738,10,46,4,50.34,2022-12-27
5857,8,4,5,53.81,2023-03-13
4495,3,27,10,13.88,2023-05-29
9363,4,17,9,46.37,2022-08-04
9728,7,45,1,14.47,2022-08-03
6249,3,17,5,24.56,2022-09-01
3525,9,30,1,72.61,2023-05-12
2867,2,22,4,76.39,2023-02-28
1855,3,13,4,22.39,2022-09-07
5062,10,35,7,58.42,2022-06-17
3654,8,40,5,93.4,2023-04-16
6837,3,15,4,80.06,2022-09-12
1790,5,30,3,71.28,2022-09-28
1976,1,27,3,86.04,2023-04-14
2857,8,46,4,19.93,2022-10-27
4705,7,23,3,21.73,2023-04-04
9307,2,3,10,81.04,2022-12-01
7972,7,30,10,83.7,2022-07-24
1492,3,1,2,92.75,2022-11-29
6858,6,32,5,73.85,2022-10-10
1127,7,12,7,25.34,2023-04-25
6320,10,43,8,44.96,2022-06-10
9528,4,16,7,25.12,2022-12-12
3139,5,1,6,37.99,2023-03-27
8118,2,36,8,98.15,2022-12-28
6314,7,34,10,81.36,2022-10-11
7004,5,1,8,12.96,2022-08-29
1651,8,18,7,95.79,2023-01-30
1493,10,16,4,29.64,2022-06-26
8805,1,45,8,61.76,2022-09-12
5313,7,11,6,38.73,2023-04-17
8012,4,26,5,31.83,2022-06-22
4273,4,35,10,69.5,2022-12-18
4970,10,14,10,75.2,2023-01-16
7118,5,25,1,76.14,2022-12-06
5307,5,3,7,51.98,2022-09-01
8310,5,37,10,79.35,2023-02-07
6643,6,34,5,16.68,2023-02-22
3405,2,30,5,87.77,2022-09-05
5967,2,42,3,73.77,2022-12-18
7567,10,35,8,79.39,2022-08-11
4272,6,49,10,39.29,2023-04-13
3130,3,43,7,85.9,2023-04-21
2188,3,3,6,87.32,2023-04-22
5147,8,10,10,67.05,2022-07-08
1285,7,27,10,76.87,2022-06-08
5778,4,40,3,22.61,2023-01-01
5894,6,21,7,89.17,2022-08-09
9721,9,27,7,59.21,2022-07-28
3888,2,8,3,11.49,2022-06-13
1084,10,17,6,32.93,2022-06-04
5389,6,8,4,92.49,2022-08-11
1010,2,1,6,31.79,2023-01-18
2734,2,17,8,77.01,2022-09-12
9586,2,26,3,66.24,2022-12-30
9726,2,13,7,22.88,2023-04-29
5463,3,10,1,33.89,2022-10-27
9365,2,40,2,72.42,2023-05-12
5481,1,9,1,94.97,2023-02-06
4331,7,49,2,70.39,2023-05-09
8077,2,20,8,58.43,2022-06-29
3472,10,24,10,53.63,2022-09-06
5566,1,23,3,83.81,2023-01-21
9980,8,41,2,47.0,2023-05-18
9520,10,37,8,44.14,2022-07-28
1896,5,42,4,40.66,2022-12-12
8163,4,46,6,43.49,2022-10-12
6589,1,4,7,85.52,2022-10-17
9871,9,26,4,53.45,2022-11-28
9450,10,34,7,27.41,2023-03-30
9652,10,24,10,72.25,2022-06-29
8507,1,35,4,35.8,2023-03-26
7350,8,17,1,34.59,2022-12-13
7760,8,38,6,15.15,2022-06-29
4226,3,47,6,44.61,2022-12-04
8261,10,36,5,92.04,2023-03-24
7622,8,45,3,50.85,2022-07-25
5476,5,40,4,37.82,2022-10-16
2032,10,10,1,71.2,2023-04-11
8154,5,18,7,61.47,2023-02-23
9415,4,26,5,57.87,2022-08-17
2190,5,5,1,89.76,2022-06-01
5226,9,23,6,70.42,2022-10-12
3319,10,31,4,80.46,2022-08-11
5728,5,25,6,70.41,2022-11-15
5977,3,19,6,18.67,2022-11-15
6386,5,11,4,64.17,2023-04-28
9213,8,2,9,45.0,2022-10-04
9495,5,40,1,50.55,2022-12-27
5700,8,37,1,91.96,2022-12-04
1722,7,16,5,68.76,2022-07-28
1977,10,12,9,40.19,2022-12-27
5476,9,23,7,69.2,2022-08-12
3847,2,29,5,52.7,2023-01-22
3524,5,48,1,60.63,2022-10-28
1744,7,50,1,20.19,2023-01-31
3026,7,26,6,33.45,2022-12-17
6225,6,15,1,98.59,2022-07-22
9762,1,47,8,17.26,2023-01-12
9635,9,19,3,21.13,2022-10-17
6104,2,22,9,41.87,2023-04-23
2684,5,41,3,20.41,2022-09-19
6350,3,44,8,24.2,2023-01-28
9420,2,1,4,11.07,2022-08-08
8171,9,42,3,45.86,2023-03-20
1776,6,1,5,92.7,2022-07-23
7801,4,22,10,83.85,2023-04-09
9054,7,22,7,72.44,2022-07-14
6824,6,15,5,85.66,2022-10-19
9557,5,14,7,67.62,2023-04-15
2045,5,17,4,81.85,2022-11-01
1625,6,19,7,44.66,2022-06-27
2335,6,23,8,33.63,2022-06-10
5735,8,49,1,63.38,2022-07-19
9385,8,14,10,34.77,2023-01-20
7064,6,33,5,68.88,2022-10-01
1394,10,2,9,22.89,2023-03-01
4343,9,7,3,37.05,2022-06-27
1497,7,22,5,24.7,2023-04-10
2549,4,12,7,57.59,2023-02-06
2647,1,14,9,63.16,2023-04-15
6282,4,36,8,74.67,2023-03-15
2810,6,24,10,91.91,2023-02-14
9256,2,38,9,70.36,2022-10-30
3474,7,45,5,70.26,2023-05-16
1336,4,32,4,50.06,2022-08-13
2472,10,13,10,42.2,2022-06-11
4241,1,8,5,60.46,2022-09-03
6859,9,18,10,88.46,2023-02-11
8182,2,6,9,60.87,2023-02-03
2299,6,44,4,31.51,2022-10-26
6309,7,38,2,43.18,2023-01-28
7181,6,1,3,20.48,2023-02-11
9085,5,15,1,66.31,2022-10-15
3121,8,33,8,25.55,2023-04-23
1468,9,38,3,73.84,2022-09-18
1762,6,3,7,81.1,2022-12-03
8851,7,41,10,51.06,2022-10-20
8702,2,27,2,74.89,2023-03-23
3002,9,30,4,58.72,2023-02-07
6160,6,4,5,37.72,2023-03-05
1678,7,39,5,22.56,2023-05-18
2067,5,20,9,94.1,2022-11-24
2219,4,45,7,58.15,2022-12-23
9864,2,25,5,93.53,2022-07-24
2174,3,25,10,12.47,2022-07-19
6632,8,18,2,65.82,2023-05-09
4993,9,36,1,29.99,2022-09-06
7900,3,4,10,55.3,2023-05-17
9428,8,27,8,32.24,2022-12-13
2114,3,20,10,22.08,2023-02-15
6947,7,20,3,65.0,2022-06-18
6096,5,31,7,63.27,2022-08-21
7507,10,27,10,94.11,2022-12-04
7946,2,35,7,51.54,2022-07-03
2281,4,29,7,40.27,2022-11-17
9458,10,29,9,71.42,2022-10-17
8982,10,1,9,92.83,2023-02-05
3226,7,50,8,51.46,2022-11-03
9631,4,5,9,76.17,2022-06-13
7709,7,43,10,30.62,2023-04-23
9050,10,11,3,55.17,2022-07-02
2986,9,41,2,65.44,2023-01-21
6275,4,39,4,97.74,2023-01-27
2666,1,37,7,98.08,2022-06-28
7928,2,29,6,40.15,2023-05-10
1009,3,46,8,49.49,2022-11-04
6907,7,30,8,82.51,2023-01-12
6576,10,29,3,48.4,2023-03-21
3324,3,15,9,50.75,2023-02-17
9885,9,6,10,22.22,2023-01-01
7422,1,50,1,27.68,2023-04-15
5940,1,25,10,33.56,2022-08-11
7829,9,8,3,27.25,2022-06-09
8651,8,42,5,69.69,2022-12-17
8902,6,47,7,76.91,2023-03-27
7530,3,44,6,67.68,2023-03-24
3428,3,22,3,31.99,2023-03-24
7023,10,16,8,91.87,2022-10-05
7515,10,19,5,72.73,2023-06-01
5855,9,10,5,46.24,2023-04-30
2651,1,17,8,91.21,2022-06-04
7923,3,10,9,95.08,2022-12-19
1870,7,48,2,22.96,2023-01-16
4075,5,19,4,71.17,2023-03-20
8502,2,22,10,60.85,2022-07-08
8170,10,27,2,39.99,2022-11-08
9893,3,20,10,71.51,2022-09-29
3413,6,37,2,55.42,2022-09-02
3764,7,3,10,16.06,2023-05-16
6458,6,15,10,96.48,2022-10-03
2993,4,46,8,11.6,2022-12-31
3994,5,48,6,63.09,2023-02-07
2873,8,45,1,27.91,2022-06-03
1973,5,27,9,71.51,2022-06-18
5800,5,9,3,14.62,2022-12-01
8266,9,49,7,27.98,2022-09-25
4339,5,12,10,83.4,2023-04-21
8307,9,22,1,27.06,2022-09-11
7201,3,21,9,19.08,2022-09-13
5979,7,47,5,87.53,2022-08-04
1067,7,20,1,93.58,2023-02-24
1013,5,30,8,47.12,2022-12-16
8792,3,45,4,63.25,2022-07-25
3036,9,23,2,17.67,2022-11-23
9394,9,12,8,90.85,2022-07-01
1030,5,2,5,91.05,2022-09-27
2673,1,43,2,24.17,2023-02-04
3805,5,13,8,12.43,2023-01-04
3013,6,16,1,98.99,2022-12-16
3620,4,19,7,63.61,2022-11-23
3567,1,15,8,26.5,2023-03-03
1549,5,14,9,71.57,2022-09-03
4585,6,24,3,95.86,2022-09-07
9611,8,41,1,28.45,2022-10-01
7349,8,21,4,35.97,2022-12-27
2508,2,38,6,29.28,2022-08-29
1967,8,16,3,42.74,2023-01-24
5225,6,28,4,69.92,2023-03-04
6396,2,8,9,45.01,2022-06-04
2681,10,24,3,48.75,2022-06-08
3777,4,13,7,62.31,2022-09-02
9362,10,24,4,57.38,2022-08-29
2872,6,26,10,47.37,2023-01-28
3940,4,25,1,66.67,2022-08-25
7170,3,30,2,19.61,2023-04-13
8975,1,26,3,13.34,2022-10-11
5199,5,41,8,72.3,2022-12-24
2840,9,44,7,42.07,2023-03-26
6071,3,44,5,30.02,2023-04-24
5348,2,11,2,25.1,2022-12-07
2337,1,16,7,71.87,2022-10-24
6504,10,43,6,31.56,2023-01-16
7316,3,13,4,82.5,2023-04-09
7450,9,28,4,30.98,2023-05-16
8597,1,50,7,97.34,2023-02-08
7738,7,42,6,83.22,2023-05-15
1696,5,5,4,34.65,2022-08-23
7831,4,36,1,91.24,2023-05-10
9070,3,1,4,70.36,2023-01-23
6383,10,18,5,42.77,2022-12-23
9795,3,11,3,82.7,2022-12-27
3862,5,50,9,16.12,2022-10-14
3294,7,9,7,61.37,2022-12-13
8794,2,9,4,38.7,2022-06-05
9969,7,29,6,59.17,2022-10-19
3649,6,32,4,15.14,2022-09-19
4285,2,24,5,91.56,2022-10-25
5965,9,44,3,17.48,2023-05-28
9620,8,8,5,15.53,2023-01-26
1124,2,20,1,71.7,2022-09-04
4337,7,19,6,53.86,2022-08-05
5612,9,47,6,83.14,2022-09-23
9505,8,44,6,60.59,2023-01-13
3141,8,32,9,75.7,2023-05-15
3513,8,17,2,88.4,2023-01-01
6224,5,28,1,67.03,2022-10-11
8371,10,31,4,44.49,2023-05-11
2133,7,2,2,25.02,2023-03-14
8146,8,41,4,26.31,2022-09-23
5425,1,10,2,67.07,2022-06-01
5438,10,26,9,90.85,2022-11-05
3326,4,47,3,43.85,2023-02-04
7785,5,33,7,49.97,2022-09-11
4162,6,13,7,57.12,2022-06-17
6903,2,36,5,45.92,2022-09-28
9470,4,31,1,33.41,2022-12-19
1314,3,45,9,94.62,2023-05-17
8241,8,4,6,88.53,2023-04-20
3193,9,30,3,66.24,2023-03-05
7427,2,29,7,59.08,2023-05-26
4989,3,25,4,22.09,2023-01-20
2667,10,5,9,57.11,2022-10-23
4635,8,2,2,73.86,2023-02-08
8477,4,5,6,15.85,2023-05-12
4660,9,36,4,39.71,2023-05-13
2204,2,46,7,96.92,2022-09-10
9298,4,25,7,46.75,2022-06-07
7151,4,2,7,50.46,2023-04-20
9330,8,27,10,62.0,2023-03-03
9573,4,37,9,53.0,2023-01-09
8265,5,36,6,92.18,2023-01-13
1007,2,35,1,59.94,2023-05-02
7981,5,15,5,75.46,2022-07-19
1935,10,15,5,43.04,2022-08-07
5138,9,35,10,71.36,2022-06-12
9233,1,8,7,43.5,2023-04-15
3015,10,3,5,52.37,2023-04-25
6294,6,44,2,96.64,2023-01-10
2142,4,38,9,18.17,2022-12-10
6516,8,23,9,66.24,2022-11-08
2036,2,23,8,97.38,2023-04-20
4406,9,19,1,80.71,2023-02-08
9856,10,6,1,22.46,2022-10-30
7238,4,20,2,48.15,2022-10-12
1421,9,11,7,48.72,2023-04-21
2159,7,38,5,29.48,2022-09-28
8404,7,25,9,41.94,2022-07-09
2744,10,24,1,24.73,2022-11-17
8816,5,11,7,35.2,2022-10-28
8376,6,23,7,63.02,2023-05-13
3322,9,29,10,57.24,2022-09-28
1127,5,7,2,76.68,2022-09-18
6110,10,47,6,44.57,2022-08-06
9294,8,20,4,54.82,2022-10-05
6602,2,48,10,77.4,2022-12-25
8572,10,28,1,10.1,2022-09-23
2037,9,12,2,72.06,2022-12-13
7847,8,2,9,10.77,2022-12-28
3350,2,11,2,11.83,2023-05-23
1609,2,1,3,15.54,2022-12-29
2507,4,33,6,95.14,2023-05-24
8774,7,6,3,19.09,2022-08-10
9912,9,37,3,90.21,2022-09-07
3001,8,7,9,64.2,2022-06-11
9496,4,40,1,82.44,2023-03-25
4462,6,46,1,95.86,2022-10-06
1569,3,2,4,27.29,2023-01-23
3289,10,49,6,17.8,2022-06-08
9798,10,14,10,60.36,2022-07-14
3237,5,18,6,63.38,2022-09-22
9013,10,20,5,33.87,2022-12-19
8883,6,30,10,37.9,2023-01-05
9824,9,27,7,21.11,2023-05-12
3987,6,4,6,44.27,2022-12-21
5861,6,2,2,24.36,2023-03-02
9943,9,11,3,64.66,2022-11-07
5071,4,39,6,14.81,2022-12-04
9726,1,6,6,50.54,2022-10-06
4790,6,44,1,28.52,2023-05-10
3937,8,12,7,77.75,2023-05-04
1435,4,27,9,97.07,2022-07-09
5221,8,40,5,65.94,2022-08-13
1959,3,7,2,43.29,2022-06-23
2236,9,45,1,94.18,2023-01-04
8288,7,49,9,58.43,2023-02-01
4990,1,43,2,14.78,2022-11-29
1129,6,37,8,97.86,2022-10-08
7234,1,17,4,68.7,2022-07-08
6999,2,22,10,67.07,2023-03-20
4496,7,2,7,59.37,2022-12-27
3867,5,41,1,39.51,2022-11-18
7818,9,34,10,78.94,2023-01-17
2116,3,5,7,28.87,2022-12-07
6321,5,49,5,99.75,2022-09-14
2264,3,35,2,60.86,2023-05-30
1152,2,17,4,69.07,2023-04-24
2038,5,16,3,32.14,2023-04-14
6560,8,24,8,58.9,2022-12-11
1151,10,37,9,43.6,2022-12-30
2538,8,14,5,73.84,2022-06-24
9086,4,9,10,21.06,2023-05-04
4544,2,44,8,18.89,2022-09-01
5441,1,26,5,73.33,2023-05-07
2172,6,5,8,32.57,2022-11-27
3194,9,44,8,38.73,2022-08-08
6765,4,44,3,91.01,2022-12-03
1273,3,48,8,59.83,2022-08-03
5063,4,37,2,87.41,2022-11-28
1823,7,27,6,78.62,2022-11-12
6693,2,45,1,46.72,2022-10-02
2254,10,39,9,85.33,2023-02-11
6300,3,48,6,64.11,2023-04-09
4966,3,22,1,32.93,2023-05-02
5104,5,4,1,70.7,2023-05-02
9359,6,1,5,33.53,2022-10-14
6479,8,2,9,97.11,2022-06-27
4783,6,11,5,71.55,2023-01-25
9386,6,28,7,71.63,2022-07-18
9740,2,13,2,15.14,2022-12-21
7964,8,28,6,22.27,2022-11-09
3975,7,1,8,99.77,2022-11-10
9634,8,44,8,19.19,2023-02-15
6285,2,15,2,76.95,2023-03-26
7832,1,47,6,47.02,2023-02-16
9864,10,36,10,88.9,2022-12-26
2635,9,10,5,53.48,2022-07-15
7120,2,47,6,28.92,2022-11-02
6623,9,47,1,83.05,2023-02-01
9900,7,19,7,54.29,2023-05-15
7717,1,2,9,16.51,2022-10-02
8030,2,13,2,64.93,2022-07-21
9518,1,13,6,20.25,2023-03-24
3745,7,48,3,19.08,2022-09-17
5736,10,15,4,98.86,2022-09-27
4811,9,19,10,35.89,2022-12-06
6340,1,46,8,95.13,2023-04-26
9901,3,42,6,58.98,2022-07-13
5206,9,32,8,96.42,2023-05-15
2722,2,41,7,87.72,2022-08-03
4702,5,4,6,51.82,2023-01-09
2701,6,4,8,47.64,2022-07-16
4001,4,37,1,33.98,2023-03-01
4503,2,14,9,61.34,2023-02-26
5105,8,11,1,61.08,2022-10-05
7416,3,22,1,14.0,2023-05-16
4590,10,29,4,75.83,2023-03-09
3095,1,35,10,36.81,2023-04-26
9612,3,16,10,42.11,2023-05-22
7697,2,36,8,51.85,2022-07-08
7862,4,5,8,56.8,2022-08-29
5249,8,38,9,10.07,2022-12-02
2441,8,35,5,37.77,2022-11-11
7224,8,45,10,50.83,2022-11-22
2393,3,9,8,82.81,2022-12-25
3756,10,48,7,69.15,2023-03-08
9036,6,23,7,91.73,2022-08-07
9955,3,45,10,94.09,2022-09-25
9435,3,19,7,20.99,2023-02-09
3390,1,3,9,28.51,2022-08-30
3627,6,49,4,35.26,2022-12-25
4581,7,16,3,36.09,2023-02-14
3471,2,11,1,95.94,2022-08-23
5769,8,45,1,40.75,2022-07-22
6929,5,27,5,95.59,2023-01-24
6294,7,48,10,98.58,2022-07-19
8830,5,40,7,89.28,2023-03-08
1827,2,5,1,62.54,2022-09-11
5640,7,7,3,34.44,2023-05-27
1953,3,12,3,57.01,2022-07-12
7758,7,36,10,24.77,2023-01-04
4176,1,12,4,20.63,2023-02-18
8662,10,49,1,20.55,2022-08-17
8050,4,17,8,50.25,2022-06-03
5746,8,5,2,57.97,2023-01-29
6090,5,44,2,42.54,2023-04-13
4490,2,25,7,75.96,2023-01-01
8668,2,40,4,16.26,2023-03-27
3370,9,43,6,48.6,2023-03-30
5906,6,15,10,59.53,2023-03-02
7686,9,26,3,53.46,2023-03-31
5706,10,50,7,85.33,2022-07-05
8917,8,24,9,62.62,2022-10-13
2114,1,47,8,25.77,2022-07-02
2664,6,10,6,96.99,2022-12-05
3071,4,13,8,74.99,2022-09-09
3455,4,44,4,77.0,2023-05-31
7194,6,46,7,91.99,2023-02-10
1565,4,23,8,47.2,2022-12-18
8894,8,42,8,85.17,2022-07-22
4372,9,38,1,31.66,2023-03-31
2173,1,2,9,55.69,2023-04-13
5192,8,33,2,92.9,2023-01-05
4938,8,18,5,71.48,2023-01-16
1881,6,45,9,25.37,2022-11-01
5882,9,31,7,96.43,2023-02-21
3306,10,47,2,21.25,2023-04-16
4318,3,11,8,24.59,2022-06-07
8315,5,22,4,55.19,2022-11-05
6672,9,16,8,70.66,2022-12-07
1199,2,30,6,86.36,2022-08-06
5100,4,41,4,15.11,2023-04-24
7651,9,23,7,93.29,2022-09-27
1749,5,23,2,68.51,2023-04-30
9121,4,21,7,12.71,2023-03-05
7936,8,49,2,75.89,2023-05-16
6751,2,32,2,46.16,2023-04-08
3793,10,11,8,87.67,2023-05-30
9394,3,48,8,30.63,2023-03-05
8643,9,47,3,87.02,2023-03-22
7492,2,30,6,80.75,2022-08-30
3896,5,10,8,93.34,2023-02-05
4444,2,50,10,32.02,2023-05-09
2200,6,41,1,56.66,2023-05-20
4587,6,7,4,49.79,2022-08-03
6086,3,36,8,42.21,2023-05-30
9383,2,29,7,49.28,2022-11-25
1515,10,43,8,19.63,2023-04-03
8802,2,43,4,64.32,2022-11-04
5227,3,7,7,43.92,2022-11-18
2252,9,11,8,87.59,2022-12-11
1546,1,11,7,10.4,2023-03-25
2781,2,14,7,75.54,2022-07-27
3419,4,32,9,22.65,2023-03-20
9833,2,34,10,11.92,2023-01-06
8222,9,44,10,27.24,2022-06-06
9989,5,49,6,16.67,2023-05-02
1384,9,29,5,76.93,2023-04-12
5922,3,9,6,11.3,2023-03-31
1658,3,48,5,24.52,2023-04-15
5986,3,1,9,89.83,2022-07-19
1133,4,2,5,40.75,2022-06-12
3518,5,13,6,56.84,2022-08-15
6678,3,22,6,69.76,2023-03-14
8766,1,21,9,83.49,2022-08-01
3185,8,16,10,98.16,2022-07-07
2390,1,41,3,80.94,2022-09-03
2380,10,43,4,32.88,2023-01-27
5031,10,21,1,46.9,2023-02-22
8097,2,11,7,33.33,2022-08-05
4753,6,13,8,44.2,2022-10-29
6153,2,24,10,48.72,2022-06-23
4172,10,46,1,53.49,2022-07-11
1472,4,37,2,93.61,2023-01-29
1835,2,33,3,73.75,2023-03-08
6302,8,7,4,53.85,2023-03-08
5163,1,41,4,30.44,2022-10-10
5973,2,25,6,52.79,2023-03-30
7603,10,14,6,61.78,2022-07-04
7064,1,22,7,71.04,2022-10-28
9787,4,37,3,53.02,2022-08-14
7267,5,45,2,61.82,2022-10-02
8997,6,24,3,42.28,2022-08-24
8253,3,12,8,18.85,2022-12-05
8368,2,5,2,56.93,2022-08-03
3500,4,22,3,44.07,2023-04-04
